hg38_chrom	hg38_pos	hg19_chrom	hg19_pos
chr18	9717774	chr18	9717771
chr18	9729933	chr18	9729930
chr18	11953966	chr18	11953965
chr1	53054454	chr1	53520126
chr18	12426434	chr18	12426433
chr18	13593316	chr18	13593315
chr18	25710206	chr18	23290170
chr18	25748265	chr18	23328229
chr18	25764559	chr18	23344523
chr18	25861195	chr18	23441159
chr18	25864497	chr18	23444461
chr18	25874009	chr18	23453973
chr1	53055814	chr1	53521486
chr18	35270255	chr18	32850219
chr18	35379433	chr18	32959397
chr18	35380758	chr18	32960722
chr18	35393042	chr18	32973006
chr18	35394041	chr18	32974005
chr18	57479029	chr18	55146261
chr18	57479111	chr18	55146343
chr18	57479450	chr18	55146682
chr1	53056645	chr1	53522317
chr18	57481161	chr18	55148393
chr18	57481161	chr18	55148393
chr18	57481629	chr18	55148861
chr18	57481895	chr18	55149127
chr18	57482126	chr18	55149358
chr18	57484102	chr18	55151334
chr18	57484765	chr18	55151997
chr18	57532549	chr18	55199781
chr18	61944863	chr18	59612096
chr1	53057467	chr1	53523139
chr18	61946045	chr18	59613278
chr18	61946454	chr18	59613687
chr18	61946569	chr18	59613802
chr18	61948018	chr18	59615251
chr18	61948601	chr18	59615834
chr18	61949295	chr18	59616528
chr18	61952952	chr18	59620185
chr18	61954447	chr18	59621680
chr18	61954448	chr18	59621681
chr18	61957120	chr18	59624353
chr1	53059490	chr1	53525162
chr1	7781230	chr1	7841290
chr18	61957742	chr18	59624975
chr18	61958247	chr18	59625480
chr18	61958663	chr18	59625896
chr18	61960221	chr18	59627454
chr18	61960886	chr18	59628119
chr18	61980267	chr18	59647500
chr18	61980922	chr18	59648155
chr18	61983280	chr18	59650513
chr18	61984123	chr18	59651356
chr1	53060575	chr1	53526247
chr18	61984264	chr18	59651497
chr18	61985414	chr18	59652647
chr18	61986096	chr18	59653329
chr18	61986218	chr18	59653451
chr18	61986899	chr18	59654132
chr18	61987468	chr18	59654701
chr18	61988171	chr18	59655404
chr18	61991133	chr18	59658366
chr18	61991987	chr18	59659220
chr18	61993657	chr18	59660890
chr1	53061115	chr1	53526787
chr18	61999770	chr18	59667003
chr18	62001256	chr18	59668489
chr18	62007461	chr18	59674694
chr18	62007575	chr18	59674808
chr18	62013274	chr18	59680507
chr18	62017878	chr18	59685111
chr18	62018717	chr18	59685950
chr18	62020252	chr18	59687485
chr1	53062126	chr1	53527798
chr18	62024067	chr18	59691300
chr18	62145115	chr18	59812348
chr19	615345	chr19	615345
chr19	1175397	chr19	1175396
chr19	1176317	chr19	1176316
chr19	1182416	chr19	1182415
chr19	1192419	chr19	1192418
chr19	2025028	chr19	2025027
chr19	2063211	chr19	2063210
chr19	2073658	chr19	2073657
chr19	2076458	chr19	2076457
chr19	2153608	chr19	2153607
chr19	2177626	chr19	2177625
chr19	2206576	chr19	2206575
chr19	2634461	chr19	2634459
chr19	2634461	chr19	2634459
chr19	2634531	chr19	2634529
chr19	2634531	chr19	2634529
chr19	2728467	chr19	2728465
chr1	53062324	chr1	53527996
chr19	2969719	chr19	2969717
chr19	2970190	chr19	2970188
chr19	3269801	chr19	3269799
chr19	3812481	chr19	3812479
chr19	5655100	chr19	5655111
chr19	5815169	chr19	5815180
chr19	5820819	chr19	5820830
chr19	5821345	chr19	5821356
chr19	6315824	chr19	6315835
chr1	53062856	chr1	53528528
chr19	6316170	chr19	6316181
chr19	6316537	chr19	6316548
chr19	6317077	chr19	6317088
chr19	6317917	chr19	6317928
chr19	6318146	chr19	6318157
chr19	6318481	chr19	6318492
chr19	6319099	chr19	6319110
chr19	6319499	chr19	6319510
chr19	6319499	chr19	6319510
chr19	6319503	chr19	6319514
chr19	6319503	chr19	6319514
chr19	6320209	chr19	6320220
chr19	6320209	chr19	6320220
chr19	6320209	chr19	6320220
chr19	6320209	chr19	6320220
chr1	53063257	chr1	53528929
chr19	6320226	chr19	6320237
chr19	6320226	chr19	6320237
chr19	6320226	chr19	6320237
chr19	6320261	chr19	6320272
chr19	6320261	chr19	6320272
chr19	6320261	chr19	6320272
chr19	6320261	chr19	6320272
chr19	6320261	chr19	6320272
chr19	6320261	chr19	6320272
chr19	6320261	chr19	6320272
chr19	6320261	chr19	6320272
chr19	6320335	chr19	6320346
chr19	6320335	chr19	6320346
chr19	6320335	chr19	6320346
chr19	6320335	chr19	6320346
chr19	6320335	chr19	6320346
chr19	6320335	chr19	6320346
chr19	6320335	chr19	6320346
chr19	6320335	chr19	6320346
chr19	6320344	chr19	6320355
chr19	6320344	chr19	6320355
chr19	6320344	chr19	6320355
chr19	6320344	chr19	6320355
chr19	6320352	chr19	6320363
chr19	6320352	chr19	6320363
chr19	6320352	chr19	6320363
chr19	6320352	chr19	6320363
chr19	6320682	chr19	6320693
chr19	6320952	chr19	6320963
chr19	6321377	chr19	6321388
chr19	6321600	chr19	6321611
chr19	6321600	chr19	6321611
chr19	6321651	chr19	6321662
chr19	6321651	chr19	6321662
chr19	6321651	chr19	6321662
chr19	6321651	chr19	6321662
chr1	54349713	chr1	54815386
chr19	6321693	chr19	6321704
chr19	6321693	chr19	6321704
chr19	6321891	chr19	6321902
chr19	6324075	chr19	6324086
chr19	6324759	chr19	6324770
chr19	6325096	chr19	6325107
chr19	6325451	chr19	6325462
chr19	6325648	chr19	6325659
chr19	6336272	chr19	6336283
chr19	6336592	chr19	6336603
chr1	54350885	chr1	54816558
chr19	6341686	chr19	6341697
chr19	6342114	chr19	6342125
chr19	6342585	chr19	6342596
chr19	6343073	chr19	6343084
chr19	6344396	chr19	6344407
chr19	6347499	chr19	6347510
chr19	6348358	chr19	6348369
chr19	6350531	chr19	6350542
chr19	6350531	chr19	6350542
chr19	6350531	chr19	6350542
chr19	6350531	chr19	6350542
chr1	54352008	chr1	54817681
chr19	6351496	chr19	6351507
chr19	6352402	chr19	6352413
chr19	6357494	chr19	6357505
chr19	6360380	chr19	6360391
chr19	6363482	chr19	6363493
chr19	6364155	chr19	6364166
chr19	6366219	chr19	6366230
chr19	6366470	chr19	6366481
chr1	54352389	chr1	54818062
chr19	6367749	chr19	6367760
chr19	6368237	chr19	6368248
chr19	6368375	chr19	6368386
chr19	6369383	chr19	6369394
chr19	9097811	chr19	9208487
chr19	11216895	chr19	11327571
chr19	11240704	chr19	11351380
chr19	11244622	chr19	11355298
chr19	17223122	chr19	17333931
chr19	17345935	chr19	17456744
chr1	54356942	chr1	54822615
chr19	17346290	chr19	17457099
chr19	17350295	chr19	17461104
chr19	32905476	chr19	33396382
chr19	35668185	chr19	36159087
chr19	35688213	chr19	36179115
chr19	35695597	chr19	36186499
chr19	37776134	chr19	38266774
chr1	61665982	chr1	62131654
chr19	48198378	chr19	48701635
chr19	48198773	chr19	48702030
chr19	48198965	chr19	48702222
chr19	48198965	chr19	48702222
chr19	48199012	chr19	48702269
chr19	48199012	chr19	48702269
chr19	48199012	chr19	48702269
chr19	48199012	chr19	48702269
chr19	48199060	chr19	48702317
chr19	48199060	chr19	48702317
chr19	48199721	chr19	48702978
chr19	48199721	chr19	48702978
chr19	48199933	chr19	48703190
chr19	48199933	chr19	48703190
chr19	48199990	chr19	48703247
chr19	48199990	chr19	48703247
chr19	48200103	chr19	48703360
chr1	61777472	chr1	62243144
chr1	61777472	chr1	62243144
chr19	48200198	chr19	48703455
chr19	48200282	chr19	48703539
chr19	48200407	chr19	48703664
chr19	48200684	chr19	48703941
chr19	48200964	chr19	48704221
chr19	48200964	chr19	48704221
chr19	48201037	chr19	48704294
chr19	48201037	chr19	48704294
chr19	48229389	chr19	48732646
chr19	48237804	chr19	48741061
chr19	48243808	chr19	48747065
chr19	48244305	chr19	48747562
chr1	61777477	chr1	62243149
chr1	61777477	chr1	62243149
chr19	48244876	chr19	48748133
chr19	48245456	chr19	48748713
chr19	48254510	chr19	48757767
chr19	48255879	chr19	48759136
chr19	48255879	chr19	48759136
chr19	48255944	chr19	48759201
chr19	48255944	chr19	48759201
chr19	48262767	chr19	48766024
chr19	48275810	chr19	48779067
chr19	48293615	chr19	48796872
chr19	48313897	chr19	48817154
chr19	48316028	chr19	48819285
chr19	48316320	chr19	48819577
chr19	48316320	chr19	48819577
chr19	48316357	chr19	48819614
chr19	48316357	chr19	48819614
chr19	48317604	chr19	48820861
chr19	48318639	chr19	48821896
chr19	48365345	chr19	48868602
chr19	48378619	chr19	48881876
chr19	48382661	chr19	48885918
chr19	49117129	chr19	49620386
chr19	49117608	chr19	49620865
chr19	49122412	chr19	49625669
chr19	49176528	chr19	49679785
chr19	49176796	chr19	49680053
chr19	49176912	chr19	49680169
chr19	49177366	chr19	49680623
chr19	49177482	chr19	49680739
chr19	54779317	chr19	55290769
chr19	54779317	chr19	55290769
chr1	61814213	chr1	62279885
chr19	54779375	chr19	55290827
chr19	54779375	chr19	55290827
chr19	54779375	chr19	55290827
chr19	54779375	chr19	55290827
chr19	54779410	chr19	55290862
chr19	54779410	chr19	55290862
chr19	55720236	chr19	56231602
chr19	55721141	chr19	56232507
chr19	55721141	chr19	56232507
chr19	55721212	chr19	56232578
chr19	55721212	chr19	56232578
chr19	55722892	chr19	56234258
chr19	55723727	chr19	56235093
chr19	55725497	chr19	56236863
chr19	57632665	chr19	58144033
chr1	61814588	chr1	62280260
chr19	57646602	chr19	58157970
chr19	57648338	chr19	58159706
chr19	57761718	chr19	58273086
chr19	57822451	chr19	58333819
chr19	58407254	chr19	58918621
chr19	58409422	chr19	58920789
chr19	58425611	chr19	58936978
chr19	58427291	chr19	58938658
chr19	58431710	chr19	58943077
chr1	62202575	chr1	62668247
chr1	7788632	chr1	7848692
chr1	2170494	chr1	2101933
chr19	58436448	chr19	58947815
chr19	58438921	chr19	58950288
chr19	58440960	chr19	58952327
chr19	58442255	chr19	58953622
chr19	58475620	chr19	58986987
chr20	3102505	chr20	3083151
chr20	3754789	chr20	3735436
chr20	3755881	chr20	3736528
chr20	3833903	chr20	3814550
chr1	62203922	chr1	62669594
chr20	5684151	chr20	5664797
chr20	6025395	chr20	6006041
chr20	6025395	chr20	6006041
chr20	6025397	chr20	6006043
chr20	6025397	chr20	6006043
chr20	6027469	chr20	6008115
chr20	25214132	chr20	25194768
chr20	58966796	chr20	57541851
chr20	58972538	chr20	57547593
chr20	58979648	chr20	57554703
chr20	58988710	chr20	57563765
chr20	58997559	chr20	57572614
chr1	62271453	chr1	62737125
chr20	58998800	chr20	57573855
chr20	58999423	chr20	57574478
chr20	59001292	chr20	57576347
chr20	59002175	chr20	57577230
chr20	59002805	chr20	57577860
chr20	59003192	chr20	57578247
chr20	62859707	chr20	61491059
chr20	62863881	chr20	61495233
chr20	63954590	chr20	62585943
chr1	62299235	chr1	62764907
chr20	64031687	chr20	62663040
chr20	64114857	chr20	62746210
chr21	25676147	chr21	27048459
chr21	25676635	chr21	27048947
chr21	25683938	chr21	27056250
chr21	25685645	chr21	27057957
chr1	62305394	chr1	62771065
chr21	25688673	chr21	27060985
chr21	25695833	chr21	27068145
chr21	25696001	chr21	27068313
chr21	25696585	chr21	27068897
chr21	25702934	chr21	27075246
chr21	25705429	chr21	27077741
chr21	25705958	chr21	27078270
chr1	62308617	chr1	62774288
chr21	25709210	chr21	27081522
chr21	42040138	chr21	43460247
chr21	42955838	chr21	44375948
chr22	19699265	chr22	19686788
chr22	19749901	chr22	19737424
chr22	19918783	chr22	19906306
chr22	19919595	chr22	19907118
chr22	23939206	chr22	24281393
chr22	23941269	chr22	24283456
chr22	23948493	chr22	24290680
chr22	23948493	chr22	24290680
chr22	23948496	chr22	24290683
chr22	23948496	chr22	24290683
chr22	29592790	chr22	29988779
chr22	29714563	chr22	30110552
chr22	29731378	chr22	30127367
chr22	29733978	chr22	30129967
chr22	29736178	chr22	30132167
chr22	38995704	chr22	39391709
chr22	38996385	chr22	39392390
chr22	38997441	chr22	39393446
chr22	38998839	chr22	39394844
chr1	62369972	chr1	62835643
chr22	38999764	chr22	39395769
chr22	39001029	chr22	39397034
chr22	39002039	chr22	39398044
chr22	39003836	chr22	39399841
chr22	39004263	chr22	39400268
chr22	39004554	chr22	39400559
chr22	39004826	chr22	39400831
chr22	39005364	chr22	39401369
chr22	39005456	chr22	39401461
chr22	39005456	chr22	39401461
chr1	62374432	chr1	62840103
chr22	39005509	chr22	39401514
chr22	39005509	chr22	39401514
chr22	39006039	chr22	39402044
chr22	39006395	chr22	39402400
chr22	39008082	chr22	39404087
chr22	39008539	chr22	39404544
chr22	39009039	chr22	39405044
chr22	39010905	chr22	39406910
chr22	39012106	chr22	39408111
chr22	39012875	chr22	39408880
chr22	39013011	chr22	39409016
chr1	63586950	chr1	64052621
chr22	41668834	chr22	42064838
chr22	41668834	chr22	42064838
chr22	41668862	chr22	42064866
chr22	41668862	chr22	42064866
chr22	42698459	chr22	43094465
chr22	42713737	chr22	43109743
chr22	42725190	chr22	43121196
chr22	42727189	chr22	43123195
chr22	42730475	chr22	43126481
chr22	42731807	chr22	43127813
chr22	42731807	chr22	43127813
chr22	42731828	chr22	43127834
chr22	42731828	chr22	43127834
chr22	42733355	chr22	43129361
chr1	64763134	chr1	65228817
chr1	7788768	chr1	7848828
chr22	42734110	chr22	43130116
chr22	42738005	chr22	43134011
chr22	42738141	chr22	43134147
chr22	42738795	chr22	43134801
chr22	42739273	chr22	43135279
chr22	42739690	chr22	43135696
chr22	42740206	chr22	43136212
chr22	42740206	chr22	43136212
chr22	42740208	chr22	43136214
chr22	42740208	chr22	43136214
chr22	42740577	chr22	43136583
chr22	42740802	chr22	43136808
chr1	85545606	chr1	86011289
chr22	42754447	chr22	43150453
chr22	42763804	chr22	43159810
chr22	43102276	chr22	43498282
chr22	45451084	chr22	45846965
chr22	45451315	chr22	45847196
chr1	85553440	chr1	86019123
chr1	85567779	chr1	86033462
chr1	85825890	chr1	86291573
chr1	89835068	chr1	90300627
chr1	108965969	chr1	109508591
chr1	108970875	chr1	109513497
chr1	7791198	chr1	7851258
chr1	108981962	chr1	109524584
chr1	108999198	chr1	109541820
chr1	109022773	chr1	109565395
chr1	111321320	chr1	111863942
chr1	111333982	chr1	111876604
chr1	147522334	chr1	146994158
chr1	147531095	chr1	147002921
chr1	7792069	chr1	7852129
chr1	147531538	chr1	147003367
chr1	147532978	chr1	147004811
chr1	147533532	chr1	147005350
chr1	147535551	chr1	147007372
chr1	147542066	chr1	147013836
chr1	147604923	chr1	147076716
chr1	147719707	chr1	147191841
chr1	147720293	chr1	147192427
chr1	150635311	chr1	150607787
chr1	150653816	chr1	150626292
chr1	7792859	chr1	7852919
chr1	150905143	chr1	150877619
chr1	150951691	chr1	150924167
chr1	151001686	chr1	150974162
chr1	154265587	chr1	154238063
chr1	154284168	chr1	154256644
chr1	154291980	chr1	154264456
chr1	154293984	chr1	154266460
chr1	154294178	chr1	154266654
chr1	154295357	chr1	154267833
chr1	154295358	chr1	154267834
chr1	154295358	chr1	154267834
chr1	7794149	chr1	7854209
chr1	154295477	chr1	154267953
chr1	154295477	chr1	154267953
chr1	154295527	chr1	154268003
chr1	154295527	chr1	154268003
chr1	154980816	chr1	154953292
chr1	155003661	chr1	154976137
chr1	155007085	chr1	154979561
chr1	155007865	chr1	154980341
chr1	155087393	chr1	155059869
chr1	155110884	chr1	155083360
chr1	155111358	chr1	155083834
chr1	155138933	chr1	155111409
chr1	7802512	chr1	7862572
chr1	155144188	chr1	155116664
chr1	165557556	chr1	165526793
chr1	169184350	chr1	169153588
chr1	169241252	chr1	169210490
chr1	169247128	chr1	169216366
chr1	169295072	chr1	169264310
chr1	169352529	chr1	169321767
chr1	178988745	chr1	178957880
chr1	178990215	chr1	178959350
chr1	7808665	chr1	7868725
chr1	178992360	chr1	178961495
chr1	178992630	chr1	178961765
chr1	178992721	chr1	178961856
chr1	178993354	chr1	178962489
chr1	178994632	chr1	178963767
chr1	178998081	chr1	178967216
chr1	178999371	chr1	178968506
chr1	178999371	chr1	178968506
chr1	178999410	chr1	178968545
chr1	178999410	chr1	178968545
chr1	179004922	chr1	178974057
chr1	179014500	chr1	178983635
chr1	179014609	chr1	178983744
chr1	179015714	chr1	178984849
chr1	179016034	chr1	178985169
chr1	179019690	chr1	178988825
chr1	179020289	chr1	178989424
chr1	179022777	chr1	178991912
chr1	179031768	chr1	179000903
chr1	179035047	chr1	179004182
chr1	179035467	chr1	179004602
chr1	7838678	chr1	7898738
chr1	179045670	chr1	179014805
chr1	179071405	chr1	179040540
chr1	179072256	chr1	179041391
chr1	179079515	chr1	179048650
chr1	179079673	chr1	179048808
chr1	179092182	chr1	179061317
chr1	179096535	chr1	179065670
chr1	205853550	chr1	205822678
chr1	205857200	chr1	205826328
chr1	2224430	chr1	2155869
chr1	205863155	chr1	205832283
chr1	205868003	chr1	205837131
chr1	227682176	chr1	227869877
chr1	235531703	chr1	235695003
chr1	245123011	chr1	245286313
chr1	248442419	chr1	248605720
chr1	248444074	chr1	248607375
chr2	20682689	chr2	20882449
chr2	23971444	chr2	24194314
chr1	7859997	chr1	7920057
chr2	37139964	chr2	37367107
chr2	37193370	chr2	37420513
chr2	37278384	chr2	37505527
chr2	43890439	chr2	44117578
chr2	46530876	chr2	46758015
chr1	7867026	chr1	7927086
chr2	46585303	chr2	46812442
chr2	46590632	chr2	46817771
chr2	46590852	chr2	46817991
chr2	46599979	chr2	46827118
chr2	46603370	chr2	46830509
chr2	55600309	chr2	55827445
chr1	7955500	chr1	8015560
chr2	65283624	chr2	65510758
chr2	65291191	chr2	65518325
chr2	70335899	chr2	70563031
chr2	70335899	chr2	70563031
chr2	70335899	chr2	70563031
chr2	70335899	chr2	70563031
chr2	70335912	chr2	70563044
chr2	70335912	chr2	70563044
chr2	70335912	chr2	70563044
chr2	70335912	chr2	70563044
chr2	70335957	chr2	70563089
chr2	70335957	chr2	70563089
chr2	74950884	chr2	75178011
chr2	75020632	chr2	75247759
chr2	75775213	chr2	76002339
chr2	86245332	chr2	86472455
chr2	86283413	chr2	86510536
chr1	11783167	chr1	11843224
chr2	97563534	chr2	98179997
chr2	99254409	chr2	99870872
chr2	136033007	chr2	136790577
chr2	136035353	chr2	136792923
chr2	136035544	chr2	136793114
chr2	136043631	chr2	136801201
chr2	159316451	chr2	160172962
chr2	159341248	chr2	160197759
chr2	200935283	chr2	201800006
chr2	200969122	chr2	201833845
chr1	11874596	chr1	11934653
chr2	207446948	chr2	208311672
chr2	207465706	chr2	208330430
chr2	207638280	chr2	208503004
chr2	207655738	chr2	208520462
chr2	207660493	chr2	208525217
chr2	231366976	chr2	232231687
chr2	231379031	chr2	232243742
chr2	231399673	chr2	232264384
chr1	21311820	chr1	21638313
chr2	231403070	chr2	232267781
chr2	231404173	chr2	232268884
chr2	231404949	chr2	232269660
chr2	231406573	chr2	232271284
chr2	231407789	chr2	232272500
chr2	231409063	chr2	232273774
chr2	231409261	chr2	232273972
chr2	231415342	chr2	232280053
chr2	231418198	chr2	232282909
chr1	26078256	chr1	26404747
chr2	231432326	chr2	232297037
chr2	231433125	chr2	232297836
chr2	231484825	chr2	232349536
chr2	231485148	chr2	232349859
chr2	231487887	chr2	232352598
chr2	231488883	chr2	232353594
chr2	231489018	chr2	232353729
chr2	231489789	chr2	232354500
chr1	26079143	chr1	26405634
chr2	231490901	chr2	232355612
chr2	231492184	chr2	232356895
chr2	231493133	chr2	232357844
chr2	231493441	chr2	232358152
chr2	231493782	chr2	232358493
chr2	231495331	chr2	232360042
chr2	231497019	chr2	232361730
chr1	26082277	chr1	26408768
chr2	231498217	chr2	232362928
chr2	231498864	chr2	232363575
chr2	231500103	chr2	232364814
chr2	231501189	chr2	232365900
chr2	231501455	chr2	232366166
chr2	231501455	chr2	232366166
chr2	231501486	chr2	232366197
chr2	231501486	chr2	232366197
chr2	231501668	chr2	232366379
chr2	231502400	chr2	232367111
chr2	231502400	chr2	232367111
chr2	231502402	chr2	232367113
chr2	231502402	chr2	232367113
chr2	231503112	chr2	232367823
chr1	26082635	chr1	26409126
chr1	2245578	chr1	2177017
chr2	231503346	chr2	232368057
chr2	231503565	chr2	232368276
chr2	231504194	chr2	232368905
chr2	231507421	chr2	232372132
chr2	231507820	chr2	232372531
chr2	231508705	chr2	232373416
chr2	231509841	chr2	232374552
chr2	231511021	chr2	232375732
chr2	231512722	chr2	232377433
chr1	26083310	chr1	26409801
chr2	231513107	chr2	232377818
chr2	231513107	chr2	232377818
chr2	231513125	chr2	232377836
chr2	231513125	chr2	232377836
chr2	231513882	chr2	232378593
chr2	231532356	chr2	232397067
